,Review
49,"['I', 'tend', 'argue', 'South', 'Korean', 'creator', 'peak', 'theyre', 'giving', 'This', 'intensity', 'occasional', 'brutality', 'work', 'hold', 'term', 'raw', 'emotion', 'expressed', 'violence', 'depicted', 'mean', 'film', 'like', 'Secret', 'Sunshine', 'Oldboy', 'close', 'flawless', 'dont', 'necessarily', 'popculture', 'success', 'world', 'overBut', 'live', 'different', 'time', 'world', 'realize', 'South', 'Korean', 'medium', 'bouncy', 'BTS', 'video', 'Parasite', 'arrived', 'gave', 'Korean', 'Wave', 'considerable', 'push', 'For', 'problem', 'thank', 'Netflix', 'grant', 'truly', 'special', 'creative', 'platformI', 'incredibly', 'excited', 'watch', 'Squid', 'Game', 'I', 'deemed', 'suspiciously', 'popular', 'What', 'One', 'rare', 'piece', 'medium', 'thats', 'clever', 'unique', 'layered', 'smart', 'viewer', 'accessible', 'hip', 'preachy', 'obvious', 'miniseries', 'blew', 'mind', 'havent', 'seen', 'type', 'art', 'Or', 'maybe', 'watched', 'Korean', 'medium', 'current', 'cool', 'thing', 'consume', 'didnt', 'grasp', 'larger', 'point', 'article', 'smugly', 'point', 'thing', 'dont', 'make', 'sense', 'setting', 'show', 'theme', 'social', 'satire', 'arent', 'supposed', 'make', 'senseUltimately', 'Squid', 'Game', 'original', 'title', 'Ojingeo', 'Geim', 'proved', 'That', 'piece', 'popculture', 'art', 'work', 'level', 'astute', 'analytical', 'viewer', 'like', 'entertained', 'surprised', 'disturbed', 'including', 'one', 'dont', 'understand', 'enjoy', 'spite', 'plot', 'holesAt', 'glance', 'dismiss', 'mixture', 'The', 'Hunger', 'Games', 'Saw', 'mop', 'floor', 'franchise', 'technical', 'stylistic', 'department', 'exploring', 'human', 'desperate', 'better', 'social', 'metaphor', 'The', 'Platform', 'A', 'varied', 'cast', 'debtridden', 'lowlife', 'taken', 'secret', 'location', 'look', 'like', 'Kubrick', 'film', 'supervised', 'interchangeable', 'men', 'mask', 'partake', 'childrens', 'game', 'reward', 'billion', 'won', 'However', 'lose', 'penalty', 'instant', 'deathThis', 'clear', 'soon', 'participant', 'simply', 'given', 'choice', 'leave', 'Its', 'point', 'series', 'go', 'entertaining', 'original', 'downright', 'fascinatingthoughtprovoking', 'I', 'wont', 'reveal', 'probably', 'guess', 'game', 'doesnt', 'end', 'episode', 'Subsequent', 'episode', 'reveal', 'player', 'desperation', 'inherent', 'modern', 'nightmareThe', 'character', 'instantly', 'memorable', 'bunch', 'horrible', 'way', 'desperate', 'ultimately', 'pitiable', 'We', 'loathing', 'downonhisluck', 'Seong', 'Gihun', 'Lee', 'Jungjae', 'rooting', 'eventual', 'team', 'stonecold', 'Saebyeok', 'Jung', 'Hoyeon', 'warmer', 'suspect', 'dementiaridden', 'Player', 'O', 'Yeungsu', 'harbor', 'strategic', 'insight', 'There', 'hidden', 'depth', 'good', 'evil', 'just', 'everyoneThere', 'cleverly', 'constructed', 'twist', 'regarding', 'particular', 'character', 'I', 'able', 'guess', 'pretty', 'joke', 'clue', 'leading', 'realize', 'I', 'joking', 'Squid', 'Game', 'tremendous', 'rewatch', 'value', 'reasonsSome', 'doe', 'feel', 'bit', 'superfluous', 'subplots', 'certain', 'character', 'death', 'nature', 'game', 'feel', 'somewhat', 'obvious', 'That', 'said', 'inuniverse', 'game', 'highly', 'deliberate', 'designed', 'way', 'player', 'make', 'end', 'death', 'especially', 'Gganbu', 'episode', 'heartwrenching', 'simple', 'game', 'marble', 'turned', 'tensest', 'heartbreaking', 'hour', 'TVstreaming', 'Ive', 'seen', 'year', 'game', 'general', 'masterclass', 'setpiece', 'craft', 'Its', 'unpredictable', 'Game', 'Thrones', 'smart', 'term', 'just', 'perish', 'hardly', 'contrived', 'story', 'focus', 'furthest', 'This', 'isnt', 'Plot', 'ArmorMy', 'big', 'complaint', 'concern', 'later', 'episode', 'start', 'feel', 'lot', 'like', 'Hunger', 'Games', 'sequel', 'complete', 'cartoonish', 'Rich', 'People™', 'world', 'including', 'one', 'speak', 'American', 'English', 'written', 'language', 'decidedly', 'English', 'And', 'yes', 'I', 'concede', 'plot', 'conveniencescontrivances', 'exactly', 'usually', 'serve', 'show', 'poetry', 'dramatic', 'timingStill', 'Squid', 'Game', 'quite', 'piece', 'work', 'I', 'praise', 'far', 'longer', 'I', 'Its', 'success', 'set', 'good', 'precedent', 'Like', 'Parasite', 'farreaching', 'showcase', 'South', 'Korean', 'vigor', 'Squid', 'Game', 'entertaining', 'tense', 'general', 'audience', 'wont', 'alienated', 'morbid', 'strangeness', 'wellwritten', 'wellacted', 'wellscored', 'visually', 'unique', 'multilayered', 'varied', 'complex', 'enrich', 'palette', 'watch', 'cool', 'Still', 'hard', 'say', 'especially', 'work', 'popular', 'people', 'truly', 'gleaned', 'show', 'messageIm', 'told', 'inuniverse', 'game', 'widely', 'mimicked', 'teenager', 'TikTok', 'worth', 'mainstream', 'reaction', 'couldve', 'worse', 'My', 'generation', 'isnt', 'smarter', 'Zoomers', 'think', 'aspired', 'replicate', 'catastrophic', 'house', 'party', 'Project', 'X', 'We', 'usual', 'irony', 'major', 'company', 'trying', 'cash', 'popularity', 'theme', 'Im', 'truly', 'spaeing', 'Elon', 'Musk', 'look', 'Squid', 'Game', 'huh', 'That', 'sound', 'pretty', 'neat']"
549,"['Although', 'serie', 'definitely', 'perfect', 'I', 'loved', 'Interesting', 'concept', 'loved', 'game', 'I', 'rated', 'higher', 'based', 'favorite', 'scene', 'game', 'main', 'character', 'perfect', 'But', 'part', 'ruined', 'higher', 'score', 'The', 'VIPS', 'terrible', 'story', 'police', 'officer', 'did', 'add', 'I', 'did', 'like', 'glass', 'game', 'But', 'overall', 'watch', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
984,"['The', 'best', 'Ive', 'seen', 'yearsthe', 'character', 'rich', 'story', 'nut', 'crazy', 'emotional', 'brutally', 'violent', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
70,"['This', 'hook', 'start', 'It', 'make', 'care', 'character', 'form', 'attachment', 'The', 'message', 'theme', 'powerful', 'relevant', 'I', 'love', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
588,"['Whatever', 'virtue', 'series', 'violence', 'dwelling', 'blood', 'gore', 'undermine', 'I', 'odd', 'squeamishness', 'showing', 'physical', 'love', 'nakedness', 'sit', 'alongside', 'celebration', 'physical', 'conflict', 'pain', 'injury', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
128,"['The', 'essentially', 'begin', 'realistic', 'interpretation', 'psychological', 'aspect', 'battle', 'royale', 'life', 'death', 'game', 'people', 'desperate', 'motivated', 'insurmountable', 'debt', 'accumulated', 'It', 'quickly', 'throw', 'idea', 'away', 'half', 'way', 'money', 'doesnt', 'matter', 'life', 'important', 'money', 'winning', 'life', 'death', 'game', 'good', 'heart', 'true', 'winner', 'This', 'Asian', 'concept', 'I', 'title', 'I', 'thought', 'melancholy', 'taste', 'ruined', 'realism', 'people', 'actual', 'reaction', 'type', 'turmoilThe', 'game', 'episode', 'game', 'red', 'light', 'green', 'light', 'eliminated', 'shot', 'Over', 'people', 'die', 'barely', 'win', 'vote', 'island', 'did', 'expect', 'game', 'inhumane', 'This', 'respectable', 'understanding', 'sense', 'story', 'But', 'people', 'voted', 'leave', 'debt', 'home', 'ruining', 'life', 'remembered', 'choose', 'reenter', 'gamesThis', 'start', 'stereotypical', 'The', 'game', 'dont', 'matter', 'plot', 'armor', 'established', 'instead', 'treat', 'game', 'like', 'forced', 'win', 'compassionate', 'caring', 'player', 'This', 'make', 'sense', 'contradicting', 'chose', 'twiceAll', 'instance', 'life', 'death', 'situation', 'thrown', 'window', 'pretend', 'good', 'nature', 'win', 'alive', 'Then', 'turn', 'character', 'psychopath', 'did', 'actually', 'playing', 'game', 'ACTUALLY', 'turn', 'psychopath', 'purely', 'make', 'final', 'bos', 'enemy', 'showI', 'wont', 'spoil', 'choose', 'watch', 'lot', 'saw', 'coming', 'break', 'plot', 'twist', 'I', 'thought', 'reminiscent', 'Asian', 'cinema', 'stereotype', 'kind', 'ruined', 'But', 'deserved', 'But', 'knowing', 'Netflix', 'make', 'second', 'season', 'popularity', 'needed', 'ruin', 'entire', 'story', 'line', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
874,"['Its', 'THAT', 'original', 'interesting', 'watch', 'I', 'truly', 'dont', 'hype', 'got', 'night', 'Id', 'recommend', 'really', 'enjoys', 'mystical', 'drama', 'thrikler', 'lot', 'violemce', 'type', 'showmovie', 'really', 'reason', 'watch', 'Characters', 'arent', 'likeable', 'like', 'I', 'said', 'original', 'there', 'lot', 'element', 'taken', 'moviesshows', 'Saw', 'money', 'heist', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
260,"['Koreans', 'Emmy', 'award', 'Great', 'surprisingBut', 'ending', 'disappointing', 'Maybe', 'Its', 'there', 'season', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
158,"['What', 'amazing', 'series', 'start', 'end', 'really', 'word', 'best', 'movie', 'serie', 'regarding', 'game', 'Korea', 'took', 'extream', 'beauty', 'level', 'lesson', 'learn', 'series', 'I', 'enjoyed', 'money', 'hesit', 'season', 'thx', 'Netflix', 'showing', 'making', 'series', 'like', 'hate', 'Korea', 'Netflix', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
208,"['Squid', 'Game', 'best', 'Netflix', 'show', 'come', 'long', 'time', 'Its', 'truly', 'twisted', 'inventive', 'filled', 'amazing', 'performance', 'terrifying', 'situationsThis', 'truly', 'kept', 'engaged', 'episode', 'The', 'character', 'absolutely', 'amazing', 'Each', 'character', 'truly', 'fleshed', 'way', 'making', 'care', 'hate', 'The', 'acting', 'amazing', 'Each', 'actor', 'give', 'commented', 'realistic', 'terrified', 'performance', 'feel', 'real', 'The', 'game', 'fun', 'watch', 'Some', 'quick', 'fast', 'slow', 'terrifying', 'Its', 'inventive', 'premise', 'Also', 'truly', 'Its', 'succeeds', 'making', 'love', 'character', 'And', 'result', 'cry', 'certain', 'thing', 'happen', 'The', 'just', 'real', 'look', 'like', 'living', 'debt', 'Its', 'make', 'think', 'worth', 'risk', 'life', 'moneyI', 'ONE', 'little', 'issue', 'The', 'episode', 'just', 'little', 'slow', 'I', 'feel', 'couldve', 'better', 'paced', 'thats', 'itSquid', 'Game', 'truly', 'amazing', 'amazing', 'performance', 'fleshed', 'character', 'real', 'look', 'reality', 'premise', 'thats', 'creative', 'impossible', 'enjoy']"
113,"['Squid', 'Game', 'bullet', 'chamber', 'streaming', 'televisionWhat', 'terrible', 'film', 'immediately', 'come', 'mind', 'managed', 'hour', 'Squid', 'Game', 'take', 'draw', 'conclusion', 'people', 'suck', 'money', 'involvedHundreds', 'people', 'luck', 'agree', 'series', 'game', 'unannounced', 'prize', 'fee', 'After', 'shot', 'game', 'red', 'light', 'green', 'light', 'told', 'life', 'worth', 'quite', 'lot', 'cash', 'GiHun', 'SangWool', 'SaBeok', 'eye', 'torture', 'trial', 'whim', 'rich', 'hounded', 'poorNothing', 'new', 'The', 'twist', 'character', 'broadly', 'drawn', 'motivation', 'unreasonable', 'service', 'story', 'The', 'conclusion', 'theyre', 'playing', 'childrens', 'game', 'happening', 'offer', 'comfort', 'nonsensical', 'Scenes', 'given', 'understanding', 'manipulative', 'shrew', 'eventually', 'sacrifice', 'good', 'survivor', 'favourable', 'repeat', 'scene', 'endless', 'people', 'tracksuits', 'walking', 'stair', 'Giving', 'true', 'villain', 'game', 'counter', 'POV', 'final', 'game', 'set', 'better', 'war', 'ideology', 'uncaring', 'society', 'side', 'coin', 'emotional', 'bond', 'severed', 'episode', 'previously', 'Having', 'omniscient', 'operator', 'accuse', 'player', 'cheating', 'ruining', 'equality', 'game', 'laughable', 'consider', 'faceless', 'man', 'doe', 'power', 'handicap', 'adept', 'player', 'ensure', 'people', 'possible', 'die', 'unfair', 'circumstance', 'possibleThe', 'Korean', 'actor', 'swell', 'difficult', 'comprehend', 'chose', 'foreigner', 'appear', 'final', 'episode', 'They', 'sound', 'like', 'theyre', 'badly', 'dubbed', 'wear', 'mask', 'performance', 'stiff', 'gold', 'encrusted', 'animal', 'wearSkip', 'Netflix', 'need', 'stop', 'financing', 'poorly', 'thought', 'idea', 'land', 'begin', 'considering', 'quality', 'content', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1060,"['Is', 'realistic', 'This', 'game', 'invented', 'Every', 'year', 'people', 'disappear', 'body', 'Why', 'police', 'think', 'main', 'role', 'like', 'crazy', 'dude', 'And', 'bank', 'joke', 'So', 'pothole', 'predictable', 'dialogue', 'action', 'Meaningless', 'death', 'bet', 'shape', 'candy', 'break', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
490,"['This', 'popular', 'recent', 'hype', 'Korean', 'pop', 'Good', 'idea', 'poorly', 'executed', 'series', 'flash', 'brilliance', 'overrall', 'weighed', 'poor', 'dramatization', 'Discussing', 'VIPs', 'waste', 'time', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
54,"['Theres', 'lot', 'hype', 'surrounding', 'series', 'I', 'thought', 'okay', 'I', 'didnt', 'finish', 'walking', 'stopping', 'halfway', 'episode', 'The', 'problem', 'get', 'overly', 'melodramatic', 'family', 'issue', 'protagonist', 'unlikableAfter', 'fast', 'forwarding', 'subway', 'station', 'scene', 'meet', 'guy', 'eventually', 'get', 'game', 'I', 'stuck', 'showSo', 'visually', 'interesting', 'I', 'guess', 'people', 'intrigued', 'photo', 'setsUnfortunately', 'game', 'created', 'equally', 'based', 'kid', 'game', 'led', 'believe', 'kid', 'game', 'involves', 'crossing', 'glass', 'bridge', 'What', 'kind', 'kid', 'game', 'involves', 'cutting', 'shape', 'cookie', 'There', 'quite', 'irritating', 'character', 'Very', 'stereotypical', 'gangster', 'type', 'Youd', 'think', 'director', 'clever', 'hed', 'gangster', 'character', 'redeem', 'near', 'end', 'appearance', 'go', 'jerkAnd', 'brought', 'equally', 'irritating', 'character', 'woman', 'introduced', 'wanted', 'leave', 'later', 'turn', 'just', 'ruthless', 'gangster', 'guyThe', 'pakistani', 'guy', 'like', 'root', 'time', 'doe', 'bit', 'irritating', 'excessive', 'naivety', 'The', 'old', 'man', 'irritating', 'honestly', 'twist', 'end', 'dumb', 'But', 'Ill', 'laterOver', 'course', 'learn', 'little', 'bit', 'place', 'There', 'foreshadowing', 'away', 'twist', 'bit', 'easily', 'You', 'learn', 'game', 'apparently', 'happening', 'decade', 'Strange', 'notice', 'hundred', 'people', 'disappearing', 'time', 'year', 'And', 'time', 'winner', 'talked', 'surviving', 'gameThe', 'series', 'pretty', 'good', 'energy', 'episode', 'Then', 'just', 'loses', 'steam', 'get', 'dumb', 'The', 'introduction', 'VIPs', 'completely', 'take', 'story', 'Its', 'badly', 'handled', 'youd', 'think', 'youre', 'watching', 'showThe', 'final', 'scene', 'inconsistent', 'Why', 'given', 'knife', 'I', 'thought', 'rule', 'harm', 'killed', 'final', 'game', 'VIPs', 'bet', 'onThe', 'final', 'game', 'way', 'predictable', 'know', 'coming', 'And', 'doesnt', 'play', 'wellAfter', 'series', 'minute', 'episode', 'end', 'super', 'dull', 'minute', 'final', 'episode', 'meander', 'You', 'old', 'man', 'learn', 'reason', 'game', 'rich', 'person', 'bored', 'Whats', 'dumb', 'old', 'man', 'participated', 'dangerous', 'game', 'died', 'time', 'And', 'hear', 'getting', 'shot', 'did', 'NOT', 'shot', 'The', 'worker', 'wouldnt', 'know', 'wasThey', 'explain', 'worker', 'participate', 'trust', 'people', 'wont', 'talk', 'I', 'guess', 'stay', 'island', 'year', 'Or', 'regular', 'jobsSee', 'question', 'hole', 'The', 'final', 'ending', 'pretty', 'bad', 'Not', 'sure', 'setting', 'sequel', 'just', 'wanted', 'clever', 'open', 'ending', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
809,"['Its', 'survival', 'webseries', 'It', 'gripping', 'watch', 'You', 'cud', 'predict', 'plot', 'interesting', 'hookedDefinitely', 'worth', 'watch', 'Picturisation', 'good', 'direction', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
755,"['Im', 'boreddddd', 'Im', 'ep', 'there', 'Only', 'game', 'heck', 'Lol', 'Hunger', 'game', 'riveting', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
56,"['The', 'peer', 'pressure', 'watch', 'I', 'wish', 'came', 'year', 'ago', 'small', 'predictable', 'I', 'surprised', 'Oh', 'boyI', 'definitely', 'Dont', 'need', 'second', 'season', 'praise', 'creator', 'let', 'make', 'show', 'movie', 'This', 'brilliant', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
787,"['Keeping', 'short', 'Pros', 'Interesting', 'initial', 'episode', 'Good', 'cinematics', 'shot', 'darkCons', 'Horrible', 'soundtrack', 'Avg', 'acting', 'case', 'overacting', 'Multiple', 'wasted', 'story', 'appearance', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
522,"['The', 'movie', 'allegorical', 'various', 'idea', 'brutality', 'people', 'social', 'financial', 'political', 'system', 'From', 'gaming', 'playing', 'played', 'Is', 'Korean', 'representation', 'idea', 'After', 'watching', 'couple', 'Old', 'Boys', 'sort', 'movie', 'thriller', 'plot', 'turn', 'display', 'certain', 'character', 'repetitiveNevertheless', 'wellmade', 'And', 'potential', 'best', 'worldwide', 'iinternationalize', 'There', 'kid', 'game', 'country', 'potential', 'far', 'brutal', 'proper', 'settingBit', 'atrociius', 'writing', 'revuew', 'Android', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
398,"['I', 'say', 'I', 'started', 'watching', 'iswas', 'talking', 'So', 'I', 'went', 'expecting', 'I', 'wrongThis', 'blew', 'away', 'amazing', 'story', 'incredible', 'performance', 'actor', 'minus', 'VIPsIt', 'really', 'strung', 'till', 'end', 'didnt', 'bore', 'secondAmazing', 'different', 'I', 'seen', 'beforeOverall', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1149,"['I', 'Think', 'dubbing', 'person', 'just', 'putting', 'silly', 'voice', 'probably', 'good', 'series', 'hard', 'watch', 'dubbing', 'shocking', 'make', 'hard', 'watch', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
759,"['Idk', 'hype', 'series', 'There', 'thrill', 'episode', 'cross', 'bridge', 'glass', 'Thats', 'No', 'thrill', 'slept', 'time', 'episode', 'restarted', 'finished', 'th', 'attempt', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1005,"['A', 'nice', 'Korean', 'thriller', 'definately', 'hooked', 'finish', 'series', 'But', 'having', 'fuss', 'hype', 'It', 'good', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
717,"['This', 'horrible', 'The', 'idea', 'merit', 'extreme', 'acting', 'language', 'bad', 'translation', 'script', 'blood', 'gore', 'trying', 'watch', 'painful', 'I', 'heard', 'lot', 'kid', 'watching', 'definitely', 'family', 'friendly', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
432,"['Im', 'kind', 'blown', 'away', 'masterpiece', 'It', 'doe', 'flaw', 'mainly', 'dubbing', 'subtitle', 'area', 'thats', 'pretty', 'common', 'asian', 'movie', 'I', 'guess', 'impossible', 'right', 'The', 'series', 'awesome', 'character', 'single', 'weak', 'filler', 'episode', 'wtf', 'moment', 'Its', 'fresh', 'breeze', 'world', 'Netflix', 'teenie', 'action', 'series', 'basically', 'unwatchable', 'soon', 'older', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
584,"['Good', 'people', 'talk', 'itCould', 'ended', 'lesser', 'episodesFor', 'overrated', 'series', 'You', 'wont', 'miss', 'lot', 'dont', 'watch', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
156,"['Solid', 'drama', 'good', 'story', 'complexity', 'excellent', 'character', 'build', 'Each', 'episode', 'thrilling', 'heartwarming', 'Awesome', 'series', 'best', 'series', 'seen', 'far', 'netflix', 'Looking', 'forward', 'Season', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
109,"['Very', 'production', 'It', 'like', 'modern', 'day', 'Twilight', 'Zone', 'Character', 'development', 'excellent', 'musicscore', 'spot', 'like', 'important', 'character', 'story', 'It', 'creepy', 'chilling', 'bloody', 'touching', 'emotional', 'It', 'little', 'bit', 'everythingThe', 'complaint', 'I', 'dont', 'outweigh', 'good', 'point', 'The', 'acting', 'little', 'overdone', 'time', 'The', 'voice', 'line', 'VIPs', 'way', 'overacted', 'subtitle', 'fast', 'hard', 'time', 'episode', 'ending', 'just', 'little', 'bizarre', 'took', 'away', 'good', 'part', 'earlier', 'episodesBut', 'definitely', 'watch', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
573,"['Omg', 'amazing', 'Attractive', 'interesting', 'exciting', 'episode', 'I', 'LOVE', 'IT', 'I', 'love', 'character', 'played', 'role', 'damn', 'sad', 'grandpa', 'died', 'SaeByeok', 'end', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
494,"['Really', 'enjoyed', 'series', 'Probably', 'given', 'ending', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
380,"['Great', 'surprising', 'end', 'fear', 'second', 'destroying', 'second', 'season', 'open', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
585,"['Awesome', 'combination', 'Drama', 'suspense', 'thrill', 'A', 'small', 'demo', 'today', 'WorldMust', 'watch', 'fictional', 'Ill', 'true', 'life', 'lesson', 'friend', 'enemy', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
382,"['The', 'story', 'far', 'original', 'You', 'seen', 'Battle', 'Royale', 'Hunger', 'Games', 'maybe', 'dozen', 'kill', 'survive', 'genre', 'movie', 'However', 'Korean', 'Cinema', 'stylishness', 'great', 'cinematography', 'good', 'directing', 'acting', 'Story', 'character', 'lack', 'logic', 'time', 'just', 'enjoy', 'colorful', 'gore', 'world', 'Squid', 'Game', 'Do', 'expect', 'flawless', 'story', 'deep', 'social', 'message', 'grand', 'philosophy', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
523,"['Acting', 'bad', 'hard', 'believe', 'actorsMy', 'elementary', 'middle', 'school', 'kid', 'saying', 'school', 'talk', 'soon', 'teenage', 'audience', 'No', 'violence', 'American', 'kid', 'watching', 'like', 'mcdonal', 'tv', 'show', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
107,"['Just', 'thrilling', 'series', 'The', 'camera', 'worksets', 'just', 'beautifulamazing', 'acting', 'It', 'keep', 'wanting', 'At', 'end', 'VIPS', 'Squid', 'Games', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1008,"['There', 'lot', 'better', 'show', 'doesnt', 'worth', 'hype', 'Shows', 'massacre', 'proper', 'story', 'line', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
497,"['Its', 'OK', 'storyholes', 'probably', 'place', 'want', 'make', 'second', 'season', 'All', 'appealing', 'comic', 'korean', 'movie', 'aesthetic', 'I', 'liked', 'Kung', 'Fu', 'Hustle', 'better', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
558,"['Really', 'enjoyed', 'Korean', 'series', 'Its', 'like', 'Takashis', 'Castle', 'story', 'severe', 'consequence', 'gore', 'violent', 'twist', 'hold', 'punch', 'Ive', 'come', 'expect', 'Korean', 'seriesmovies', 'The', 'criticism', 'VIPs', 'acting', 'awful', 'I', 'hope', 'nd', 'series', 'rid', 'English', 'speaking', 'actor', 'Ive', 'watched', 'Alice', 'Borderland', 'good', 'better', 'interesting', 'I', 'recommend', 'series', 'hope', 'second', 'If', 'enjoyed', 'watch', 'Battle', 'Royale', 'Hunger', 'game', 'superior', 'original', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
81,"['I', 'started', 'watching', 'pretty', 'blew', 'internet', 'got', 'curious', 'wow', 'I', 'really', 'didnt', 'expect', 'I', 'proven', 'wrong', 'really', 'quickly', 'The', 'basis', 'familiar', 'wealth', 'inequality', 'line', 'people', 'forced', 'cross', 'money', 'literal', 'version', 'rich', 'man', 'playground', 'The', 'poor', 'just', 'thing', 'play', 'fun', 'excitement', 'Anyway', 'range', 'emotion', 'I', 'felt', 'watching', 'episode', 'leave', 'somewhat', 'exhausted', 'good', 'way', 'Really', 'I', 'got', 'ta', 'hand', 'team', 'worked', 'clearly', 'high', 'budget', 'high', 'quality', 'production', 'Also', 'I', 'know', 'pretty', 'rare', 'Korean', 'show', 'season', 'ending', 'hinting', 'nd', 'season', 'wasnt', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
277,"['Kinda', 'sad', 'Korean', 'drama', 'westernize', 'trending', 'The', 'isnt', 'bad', 'isnt', 'jaw', 'dropping', 'It', 'charm', 'kdrama', 'lover', 'enjoy', 'exclusive', 'Korean', 'culture', 'This', 'western', 'Korean', 'people', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
905,"['I', 'checked', 'hype', 'exceeded', 'expectation', 'I', 'definitely', 'recommend', 'havent', 'seen', 'The', 'acting', 'good', 'storyline', 'good', 'scenery', 'special', 'effect', 'good', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
362,"['It', 'wasnt', 'actually', 'badbut', 'just', 'like', 'netflix', 'Its', 'good', 'enoughgreat', 'Its', 'overhyped', 'thats', 'best', 'case', 'A', 'time', 'killer', 'So', 'scene', 'really', 'long', 'dont', 'lose', 'skipping', 'minute', 'Some', 'actor', 'really', 'really', 'horrible', 'Edgy', 'like', 'anime', 'character', 'A', 'bully', 'criminalbully', 'A', 'woman', 'us', 'people', 'way', 'And', 'there', 'game', 'thats', 'based', 'people', 'fighting', 'bet', 'onwhy', 'let', 'kill', 'otherAnd', 'brother', 'murder', 'thing', 'really', 'dumband', 'somr', 'plot', 'dumb', 'like', 'couple', 'coming', 'surprised', 'theyll', 'kill', 'supposed', 'happen', 'point', 'otherand', 'people', 'repeating', 'theyll', 'rule', 'moneyand', 'VIPs', 'arc', 'waaayyyy', 'dumb', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
575,"['This', 'fantastic', 'rd', 'episode', 'It', 'mysterious', 'tickle', 'scifi', 'bone', 'Its', 'gory', 'arent', 'pas', 'I', 'love', 'Korea', 'Japan', 'producing', 'right', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
1011,"['It', 'trying', 'hard', 'artsy', 'time', 'resulted', 'boring', 'spot', 'Majority', 'predictable', 'My', 'main', 'issue', 'reasoning', 'game', 'Yes', 'debt', 'need', 'thing', 'paid', 'Fair', 'So', 'reasoning', 'mastermind', 'make', 'people', 'play', 'game', 'He', 'wanted', 'just', 'fun', 'This', 'lumped', 'stupid', 'reason', 'anime', 'show', 'happen', 'Because', 'boredom', 'just', 'want', 'funmake', 'thing', 'interesting', 'LAZY', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
560,"['Except', 'VIPs', 'acting', 'embarrassing', 'joke', 'cough', 'Squid', 'Game', 'best', 'show', 'perfectly', 'engaging', 'exciting', 'helpful', 'Was', 'review', 'helpful', 'Sign', 'vote', 'Permalink']"
