Class,Review,Review
2,"Very original, very strange. I like strange. Ooh look at this, it is so cute and harmless like a puppy until it bites off your index finger.
 
  
 
  2 out of 8 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Very original, very strange. I like strange. Ooh look at this, it's so cute and harmless like a puppy until it bites your index.
 
  
 
  2 out of 8 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"I am at the 3rd episode in a row! This is really entertaining in a good manner of modern Korean mystery dramas. Well done, usually I am quite skeptical about Netflix shows but this one is truly good one. Enjoy!
 
  
 
  7 out of 16 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I am in the 3rd consecutive episode! It is really entertaining in a good way of modern Korean mysteries dramas. Bravo, generally I am quite skeptical about Netflix emissions, but it is really good. Enjoy!
 
  
 
  7 out of 16 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
1,"This show got a lot of buzz when it came out and after a lot of people pressuring me to tell them what I think about it, I did so. It isn't very long and it manages to keep you wanting to see what comes next, so in case you are looking for something thrilling you can marathon in a single day it's a good choice. That's what I did and I had a lot of fun with how stupid it was. Sure, it's a death game type of show, which means you are watching it for the spectacle of people dying by the hundreds over petty reasons. This doesn't mean they don't need to have a decent plot you can follow without eyerolling all the time. I don't expect a good reason for why the police don't get suspicious when hundreds of people disappear at once or the banks don't care when a poor man's account all of a sudden has a ridiculous amount of money. It is the structure of the games that make you dumber the more you think about it.For starters what kind of a game doesn't let you know the rules and the penalties before beginning to play, so you will know what is at stake? Half of the players got killed in the first game alone because they panicked when they saw they kill you when you lose. This wouldn't have happened if they were told elimination means death. It doesn't matter if we the audience knew it was. The characters in game didn't. When you see people getting shot to death right next to you and you weren't told why beforehand, running away to hide is a completely normal reaction.Also you can't have the frontman saying the game is fair and everyone has the same chances of winning when there is clearly favorism and nepotism. The second game is randomly easier for some players and harder for others. The protagonist is given a lot of aid in the third and fourth games just because the organizer liked him. Not to mention how they tell them at first the winners can share the money amongst them and midway they change it to only one can stay alive and get all the money for himself.Without fair play it was impossible to care about any of the characters. Whenever they show their personal lives it feels like vapid emotional manipulation, since you are never given any reason to assume they can win because they deserve it. They are killed at random. The best parts are when they can use some sort of strategy or to indirectly cheat the rules, but those moments are not many and don't matter in the longrun since the winner was predetermined. Not only that, the last episode desperately tries to offer social commentary and to be deep about humanity and kindness. It all falls flat on its face because it's too late to do anything about it, it is told to the predetermined winner, and is told by a guy who was fooling around and then pretended to be dead.This show is often compared to Kaiji and although there are similarities it is nowhere near as good. Over there the players were told what is at stake right away and there was a lot more strategy and deception instead of gory deaths based on luck. Losing didn't mean death and you could retry to play. Squid Game is a dumb variant of death games and comes down to shocking deaths, hollow drama, and vapid criticism of capitalism. As such it's nothing special in the longrun.
 
  
 
  
 
  9 out of 12 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This show had a lot of buzz when it came out and after many people hurry to tell them what I think, I did. It is not very long and he manages to keep you wanting to see what comes next, so in case you are looking for something exciting, you can marathon in a single day, it's a good choice. This is what I did and I had a lot of fun with stupidity. Of course, this is a type of death game show, which means you look at it for the spectacle of people who die by hundreds for small reasons. This does not mean that they don't need to have a decent plot that you can follow without eyerolling all the time. I do not expect a good reason why the police do not be wary when hundreds of people disappear at the same time or the banks do not care when the account of a poor man suddenly has a sum of money ridiculous. It is the structure of the games that makes you more stupid the more you think about it. To start what kind of game does not make you know the rules and penalties before you start playing, so you will know what is at stake? Half of the players were killed in the first match alone because they panicked when they saw that they will kill you when you lose. It would not have happened if they had said that elimination means death. It doesn't matter that the public knew it. The characters in the game did not do it. When you see people get shot next to you and you haven't told you why in advance, fleeing to hide is a completely normal reaction. So you cannot have the singer who says that the game is right and that everyone has the same chances of winning when there is clearly favoration and nepotism. The second game is randomly easier for some players and more difficult for others. The protagonist receives a lot of aid in the third and fourth games just because the organizer loved him. Not to mention the way they tell them at the beginning that the winners can share the money between them and halfway, they change it in one can stay alive and get all the money for itself. During fair play, it was impossible to worry about one of the characters. Whenever they show their personal life, it looks like an animated emotional manipulation, because you never have any reason to assume that they can win because they deserve it. They are killed at random. The best parts are when they can use a kind of strategy or indirectly deceive the rules, but these moments are not numerous and do not matter in the Longrun because the winner has been predetermined. Not only that, the last episode desperately tries to offer social comments and be deeply on humanity and kindness. Everything falls flat on his face because it is too late to do anything, it is said to the predetermined winner, and a guy who was wrong and then pretended to be dead. This show is often compared to Kaiji and although there are similarities, it is far from being so good. There, the players were informed of what is at stake right away and there was much more strategy and deception instead of bloody deaths depending on luck. Losing did not mean death and you could try again to play. Squid Game is a stupid variant of death games and comes down to shocking deaths, hollow drama and a criticism of capitalism. As such, it's nothing special in the Longrun.
 
  
 
  
 
  9 out of 12 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"If you liked Alice in Borderland then this is a good bet! Likable (well most of them) characters, suspenseful and just a fun concept in general.
 
  
 
  2 out of 4 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","If you liked Alice in Borderland, it's a good bet! Sympathetic characters (finally most of them), suspense and just a fun concept in general.
 
  
 
  2 out of 4 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"This show is a farce. The acting is Atrocious!!!!!! How is this drivel getting such high reviews???? It's terrible, its awful.
 
  
 
  26 out of 60 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This show is a farce. The game is atrocious !!!!!! How does this radication get such high criticism ???? It's terrible, it's horrible.
 
  
 
  26 out of 60 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"I found this drama to be well executed and entertaining.Were there bad plot holes?Yes.Did the VIPs episode suck?Yes.But did that hinder the overall series?No.Because, this drama, despite its gruesome violence, is pretty light. It doesn't have a deeper message nor a plot that makes you stop and think a lot. At one point, it's just a game and you even stop feeling for whoever that dies.Pros:
 
 Good actingThe childish games with a twist were funLight plot, easy to follow.Uncomplicated charactersStellar castCons:
 
 VIPs episodePoliceman's story line, how he gets into a highly secured center being undetected was unrealistic, also how come his phone battery lasted for 6 days without dying?Characters did not have much depth (except for the girls and Ali)Anyway, I have been watching kdrama for a while now, and I should say Squid Game is not the best kdrama I have seen. But it definitely is not the worst. It's a fun ride. With awesome OSTs and BGs. Everyone should check this out.","I found this drama well executed and entertaining. Have there been bad intrigue holes? Yes. Is the vip episode zero? Yes. But did it bothered the global series? No. Because this drama, despite its horrible violence, is quite light. He does not have a deeper message or intrigue that makes you arrest and think a lot. At one point, it's just a game and you even stop feeling for anyone who dies.Pros:
 
 Good action childish games with torsion have been conspiracies, easy to follow. Stellar casts of uncomplicated characters:
 
 The story of Episodepolican vips, how it enters a very secure center not detected was not realistic, so how is it that his phone battery lasted 6 days without dying? The characters did not have much depth (except for girls and Ali) anyway, I have gone to watch Kdrama for a while now, and I should say that the Squid game is not the best kdrama that I have seen. But it is certainly not the worst. It's a fun walk. With great OST and BG. Everyone should check this."
2,"As in the title says, this show is great. Already people made detailed comments and I won't have anything futher to add. But I'd like to point out two things.First one is complaints about predictability. I strongly disagree that view. Until the last second of the game, you'll be wondering who is going to be the winner. Because the balance between characters is consistenly changing thanks to great storytelling and it makes you reconsider who deserves to win during the entire show.Second thing is apparently people annoyed by the performances of VIP actors. It's true, VIP actors are really b type movie actors yet they have very short amount of screen time. Therefore it doesn't affect the overall experience in my opinion. If you're a person who has watched many other asian productions like me, it won't be a problem at all. Whenever a British or American actor is being seen on Asian movies (both chinese and Korean), you'll find their performance laughable anyways. Actors here reminds me IP Man 2. Regardless this is not a serious issue to lean on.In short, don't miss it out and believe the hype. Definitely deserves to watch.","As in the title says, this show is great. Already, people have made detailed comments and I will have nothing to add. But I would like to highlight two things. The first is a complaint regarding predictability. I strongly disagree on this point of view. Until the last second of the match, you will wonder who will be the winner. Because the balance between the characters changes constantly thanks to a great narration and that makes you reconsider that deserves to win throughout the show. The second thing is apparently bored by the performance of VIP actors. It's true, VIP actors are really B -type film actors but they have a very short quantity of screen time. Therefore, this does not affect global experience in my opinion. If you are a person who has looked at many other Asian productions like me, it will not be a problem at all. Whenever a British or American actor is seen on Asian films (Chinese and Korean), you will find their laughable performance anyway. The actors here remind me of Man 2. Anyway, this is not a serious problem that relying on. In short, do not miss it and believe the media threw. Certainly deserves to look."
2,"I put it on my watchlist because I absolutely love korean thrillers. I love the style and the type of writing the screenplay of almost every korean thriller and drama. Then I went to vacation and when I came back the hype about this series was incredible. I hope that more people love korean movies and series now as much as I do. Very nice, didn't disappointed and is as good as I expected when putting it on my watchlist.
 
  
 
  1 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I put it on my surveillance list because I absolutely like Korean thrillers. I love the style and type of writing of the scenario of almost all thriller and Korean dramas. Then I went on vacation and when I came back, the media threshing on this series was incredible. I hope more people like Korean films and series now as much as I do. Very nice, I did not disappoint and it's as good as I expected by putting it on my surveillance list.
 
  
 
  1 in 2 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Squid Game is a Death Game Series, It's Looking Familiar be like Alice in Borderland, Actor & Atress is Very Good, Music is Amazing, My Favorite Round is Red Light, Green Light & The Man with the Umbrella, And The Series has Most Viral on TikTok, Instagram, Facebook, Twitter & Youtube. The Series, I Giving 10 Star, I LOVE IT!Rating: 10/10.
 
  
 
  2 out of 7 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Squid Game is a series of death games, it looks like Alice in Borderland, Actor & Athre is very good, the music is incredible, my favorite round is the red light, the green light and the man with the umbrella, and the The most viral A series on Tiktok, Instagram, Facebook, Twitter and YouTube. The series, I give 10 stars, I love it! Rating: 10/10.
 
  
 
  2 out of 7 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"If we eliminate the uselessly prolonged dialogues and VIPs, it was a solid show. And when I say eliminate, I mean eliminate no pun intended ))))
 
  
 
  0 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","If we eliminate dialogues and unnecessarily prolonged VIPs, it was a solid spectacle. And when I say eliminating, I mean eliminating any word play)))))))
 
  
 
  0 out of 3 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"First I hate not having the option of listening in the original language with English subtitles. No option other than dubbing...my absolute least favorite way to watch. Now, the acting, or rather overacting big time. The main protagonist is an absolute waste of space and acts like Jerry Lewis on acid! The overacting and drivel dialogue makes it a ZERO, but not possible here.
 
  
 
  
 
  50 out of 142 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I first hate not having the opportunity to listen in the original language with English subtitles. No option other than dubbing ... my least favorite way to look. Now, the theater, or rather the over-acting a lot. The main protagonist is an absolute waste of space and acts like Jerry Lewis on acid! The dialogue of supercharging and radiating makes it a zero, but not possible here.
 
  
 
  
 
  50 out of 142 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"This show has a great script, excellent actors, but fails to keep the viewers interested, because it is really slow. I often have the feeling that many scenes are there just to make the show longer, adding very little to the plot. This show could easily have 6 episodes, and that would improve a lot its entertaining value.
 
  
 
  5 out of 9 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","This show has an excellent script, excellent actors, but fails to keep the viewers interested, because it is really slow. I often have the feeling that many scenes are just there to make the spectacle longer, adding very little to the plot. This show could easily have 6 episodes, which would greatly improve its entertaining value.
 
  
 
  5 out of 9 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"Nothing more than a Korean version of hunger game with some cheap metaphors to criticize capitalism, democracy, ethics etc. Terrible acting, cliche dialogues and predictable scenes that drag for minutes and minutes.Probably enjoyable for a disturbed teenager boy, Anyone else with any common sense will find a completely waste of time.
 
  
 
  4 out of 6 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Nothing more than a Korean version of Hunger Game with cheap metaphors to criticize capitalism, democracy, ethics, etc. Acting terrible, cliché dialogues and predictable scenes lying down for minutes and minutes. The meaning will find a loss of time completely.
 
  
 
  4 out of 6 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"The show is a must watch. Would have made it a 10 were it not for the VIPs. I don't understand why they came into the show so late. You figure they would have liked to see it from the beginning to quench their thirst for seeing people suffer but they didn't. They should have just cut them out of the script. Otherwise an excellent series.
 
  
 
  2 out of 5 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","The show is an essential watch. Would have made a 10 without the VIPs. I don't understand why they entered the show so late. You think they would have liked to see him from the start to quench their thirst to see people suffer, but they did not do it. They should have cut them from the script. Otherwise an excellent series.
 
  
 
  2 out of 5 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"I caught this on Netflix and it was a phenomenal series! I wasn't even sure I would like it but I ended up loving it! This is a creative storyline that gets pretty twisted but they were still able to add in some real sentimental parts that were surprising. Also has some mind blowing twists in it. Be prepared episode 6 is a rough one. I couldn't believe how much you end up liking certain characters so when those certain ones were eliminated it gets really upsetting.This ended where they could do another season so I looked it up to see if there were plans for it but there isn't yet. I read the director actually wrote every episode himself on top of directing it. He said if he does do another season he would use a writers table asks other seasoned directors.Do not miss out on this series!
 
  
 
  2 out of 7 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I caught this on Netflix and it was a phenomenal series! I was not even sure that I would like him but I ended up loving it! It is a creative scenario that is quite twisted, but they were always able to add real sentimental parts that were surprising. Also has twists and turns that blow out of mind. Be ready, episode 6 is rough. I could not believe how much you end up loving certain characters, so when these some were eliminated, it becomes really overwhelming. t, however. I read that the director wrote each episode himself in addition to realizing it. He said that if he had another season, he would use a table of writers asks other experienced directors. Don't miss this series!
 
  
 
  2 out of 7 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"One of the well-made, and original shows. The highlights: its writing, creative direction, Large and beautiful set design, character developments, and an uncovering of the truth of Humanity. Though it is not for faint-hearted people as it is brutal and disturbing in many ways still A masterpiece that every movie premyy should watch. Highly Recommended! â¤
 
  
 
  11 out of 19 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","One of the well -made and original shows. Strong moments: his writing, his creative direction, his great and beautiful conception of sets, the developments of characters and a discovery of the truth of humanity. Although it is not for people with blatants because it is brutal and disturbing in many ways, a masterpiece that each premyy film should watch. Highly recommended! HAS
 
  
 
  11 out of 19 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"What's with all the hype??My biggest problem with this are the characters. I just don't care for them, very two dimensional and not very well drawn.The concept is nothing ground breaking. Seen it done before and better. Also don't bother with the dubbed audio, you'll end up laughing.Found myself bored in quite a few of the episodes also.Overall, I just didn't care, not the worst thing I've ever seen but nowhere's near worthy of the hype it received.
 
  
 
  
 
  1 out of 4 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","What is all of media threshing? My biggest problem with this is the characters. I don't care, very two -dimensional and not very well drawn. The concept is nothing noisy. Given the front done before and better. Do not embrace yourself with the double audio, you will end up laughing. Worthy of the media he received.
 
  
 
  
 
  1 out of 4 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Squid game is what I can only describe as an evolution of the Battle Royale genre, what I mean by that is that you have a premise of putting x people into a deathmatch situation where only the best or luckiest individuals can get out alive. This heavily reminds me of Gyakkyou Burai Kaiji: Ultimate Survivor (Anime) and another movie called As the gods will, but this series did something quite unique and unthinkable which deconstructs many tropes and cliches.Honestly this is very well made, You get to feel for everyone's struggles and motivations to the point where it becomes relatable.I highly recommend you to give it a watch!
 
  
 
  5 out of 14 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","The Squid game is what I can only describe as an evolution of the genus Battle Royale, what I mean by that is that you have a premise to put people in a situation of death matrix where only people The best or lucky can come out alive. This strongly reminds me of Gyakkyou Burai Kaiji: Ultimate Survivor (anime) and another film entitled like The Gods Will, but this series did something completely unique and unthinkable which deconstructs many tropes and shots. For the difficulties and motivations of all to the point where it becomes relatable. I highly recommend that you give him a watch!
 
  
 
  5 out of 14 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"What's Good- Yes, concept and plot of this survival drama is not a new thing, but the way it conveys with conviction has no match.It is high intense drama of human emotions like fear, greed, worrying, anxiety and humanity. Like in 'parasite', it again shows social inequality issues of South Korea.The series is a high-quality work and It's visuals are strong to build suspense very effectively.Recommending to watch original Korean audio with English subtitles. And yes, it can be addictive one to binge watch!
 
  
 
  1 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","What is good - yes, the concept and intrigue of this survival drama is not a new thing, but the way it conveys with conviction has no correspondence. It is a high drama of human emotions like fear, greed, worry, anxiety and humanity. As in `` parasite '', it again shows problems of social inequality in South Korea. The series is a high quality work and its visuals are strong to build the suspense very effectively. And yes, it can be addictive to frenzy!
 
  
 
  1 out of 3 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"There's a lot of blood and violence in my opinion. I often wonder which is the more accurate one. Does blood gush out if a bullet pierces a person and how much. Is it like tiny not visible droplets that couldn't be caught on camera and then there's blood pouring from the wound I doubt it's a splatter fest.The social commentary was elsewhere too but I found the voting scene most fascinating. How half of the players wanted to get the money and risk their life. I get that many of the players were desperate but can't these people get even a litt paying job rather than play in the squid game. I'll rather work at a McDonald's than risk my life.
 
  
 
  
 
  0 out of 3 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","There is a lot of blood and violence in my opinion. I often wonder what is the most precise. Does blood spring up if a bullet pierces a person and how much. Is it like tiny non-visible droplets that could not be taken on the camera, then there is blood flowing from the injury, I doubt that it is a festival of splashes. The social commentary was also elsewhere, but I found the most fascinating voting scene. How half of the players wanted to get the money and risk their lives. I understand that many players were desperate, but they can't get paid job rather than playing in the Calmar game. I'm going to work at McDonald's rather than risking my life.
 
  
 
  
 
  0 out of 3 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
0,"Good idea and first episode but by episode 4 i'd had enough. Too weird, violent and unlikeable characters.
 
  
 
  8 out of 14 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Good idea and first episode, but by episode 4 I had enough. Too strange, violent and unlikely characters.
 
  
 
  8 out of 14 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"1-6 built strong momentum.Ep 7 brought in talkative bad English speaking actors that completely killed the mystery and the momentum the show was building. The show would have been smarter to keep them all silent and have them look tough and mysterious. The moment they started opening their mouths and started walking, they looked and sounded like average American Joes with average intelligence and an average strut. The show died there.Ep 8 Predictable progression, predictable ending, boring.Ep 9 total waste of time. Just drags on for too long.
 
  
 
  3 out of 4 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","1-6 built a strong momentum.ep 7 brought talkative actors speaking English-speaking who completely killed the mystery and the momentum that the spectacle built. The show would have been smarter to keep them all silent and make them look hard and mysterious. As they started to open their mouths and started walking, they looked like and looked like average American joes with average intelligence and an average leg. The show died there. Hold just too long.
 
  
 
  3 out of 4 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"After money heist its next amazing bog thing on netflix ..from above it looks like only thriller but actually its a fulll package u need to must watch ...foled with emothoon and every thing that one wants in the show.
 
  
 
  2 out of 6 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","After money, this is the next incredible thing on Netflix .. moreover that it looks like a thriller only but in fact it is a complete package, you have to look ... mad with Emothoon and all that 'We want in the show.
 
  
 
  2 out of 6 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"I get the premise.. I get the idea.. I just don't get the acting. You have characters acting super goofy at times and then super serious at other times.. like, not on a real world scale but a comical scale.. it's like watching Jim Carrey switch from Ace Ventura to Keanu Reeves' John Wick (in the beginning of the first one).. how are you gonna have a goofy nerd making absurd faces and dancing around like and idiot some badass later on? It makes no sense.. certainly have never witnessed this in any human behavior I've ever seen. It's like they wrote the part for 4 very different people and then combined it into one.. I give it points for originality but I hated the characters. They all could have died and it would have probably turned out better.
 
  
 
  5 out of 10 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","I receive the premise .. I have the idea .. I simply do not receive the game. You have characters sometimes acting very clumsy, then super serious at other times .. like, not on a real scale but a comic scale. It's like watching Jim Carrey go from Ace Ventura to Johnu Reeves from Keanu Reeves (at the beginning of the first). ? It makes no sense ... I certainly never witnessed this in a human behavior that I have ever seen. It is as if they wrote the game for 4 very different people, then combined it in one .. I give it points for originality but I hated the characters. They could have died and it would probably have happened better.
 
  
 
  5 out of 10 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"When you watch S01E06 (""Gganbu""), make sure you have a box of tissues next to you... and preferably also somebody to hug.
 
  
 
  3 out of 7 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","When you look at S01E06 (""GGANBU""), make sure you have a box of handkerchiefs next to you ... And preferably someone to kiss.
 
  
 
  3 out of 7 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Squid Game has a very high body count, and lots of gore to go with it. But even while the blood is spattering, the focus is on the characters, their relationships with each other, and the mysteries they're unraveling. The attention to detail in every aspect of the series elevates it from enjoyable and entertaining to truly exceptional.The sets in the Game are mostly simple, with a childish surreality. Yet also artfully designed for the impact that they have, and exquisitely memorable.Usually when the acting is good, we don't notice or think about it. But there were several times that actors displayed their emotions which such perfectly controlled subtlety that you have to stop to admire it: the uncontrollably trembling chin of an actor pushing himself to the edge of tears to do honor to the scene, or an actor's blank face with the character's emotions ""betrayed"" by only the twitching of one eye.Needless to say, the directing and production must have also been top-notch to create these scenes and put them together to tell such a simple but compelling story. The emotional impact is also carefully crafted: somehow, in the midst a huge number of violent deaths, the audience is left sobbing for half of an episode as both developed and undeveloped characters face impending death.And ultimately, there is a fairly clear moral to the story. But that will have more impact if it's seen and felt, instead of described here.","Squid Game has a very high number of bodies, and a lot of blood to accompany it. But even while the blood splashes, the accent is put on the characters, their relationships with each other and the mysteries which they disentangle. The attention to details in all aspects of the series goes from the pleasant and entertaining to really exceptional. The game sets are mostly simple, with childish surreality. Yet also artisanal for the impact they have, and extremely memorable. But there have been several times that the actors have shown their emotions which controlled such a perfectly controlled subtlety that you have to stop to admire it: the uncontrollable chin of an actor pushing himself to the edge of tears to do the honor of the scene, or an empty face of an actor with the emotions of the character ""betrayals"" by only the contraction of an eye. The emotional impact is also carefully designed: in one way or another, in the midst of a large number of violent deaths, the audience sobs during half an episode because the characters developed and not developed are confronted to imminent death. And finally, there is a fairly clear moral in history. But that will have more impact if it is seen and felt, instead of being described here."
2,"It's really nice esthetically pleasing. But you have to like testosterone movies sadistic and so on . So yes Pasolini did better with.salo 120 days of salo ..
 
 But new generation forgot about this....
 
  
 
  0 out of 0 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","It's really nice aesthetically pleasant. But you have to like sadistic testosterone films and so on. So yes, Pasolini did better with.salo 120 days of Salo.
 
 But the new generation has forgotten that ...
 
  
 
  0 on 0 found it useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"""Squid Game"" is one of the best Netflix shows to come out in a long time. It's a truly twisted yet inventive show filled with amazing performances and terrifying situations.This show truly kept me engaged throughout all its 9 episodes. The characters are absolutely amazing. Each character is truly fleshed out in their own ways making you care about some yet hate others. The acting is amazing. Each actor gives a commented, realistic, and terrified performance, and it feels real. The games too are very fun to watch. Some are quick and fast, while others are slow and terrifying. It's a very inventive premise for a show. Also the show truly made me cry. It's a show that succeeds at making you love characters too much. And that will result in you crying at certain things that happen in the show. The show also just has a real look at what it's like living in debt. It's makes you think whether it's worth it to risk your life to get money.I have but ONE little issue with the show. The first 2 episodes are just a little slow. I feel that they could've been better paced, but that's it.""Squid Game"" is a truly amazing show that has amazing performances, fleshed out characters, a real look at reality, and a premise that's so creative that it's almost impossible to enjoy.","""Squid Game"" is one of Netflix's best shows to go out for a long time. It is a truly twisted but inventive show filled with incredible performance and terrifying situations. This show really kept me hired throughout his 9 episodes. The characters are absolutely incredible. Each character is really expanded in his own way, you care about some but hate others. The game is incredible. Each actor gives a commented, realistic and terrified performance, and it seems real. Games are also very fun to watch. Some are fast and fast, while others are slow and terrifying. It is a very inventive premise for a show. The show also made me cry. It is a show that succeeds in making you love the characters too much. And that will lead you to cry in certain things that happen in the show. The show also has a real overview of what it is to live in debt. It makes you think if it is worth risking your life to get money. I only have a little problem with the show. The first 2 episodes are a bit slow. I think they could have been better punctuated, but that's it. ""Squid Game"" is a truly incredible show that has incredible performances, extensive characters, a real look at reality and a premise so creative that it is almost impossible to enjoy."
2,"Very very minor spoiler. The show as a whole was phenomenal, and I'd recommend it to almost anyone, but the ending was weak. The second half of the last episode honestly weakened my rating by two full stars. Still worth it though.
 
  
 
  
 
  6 out of 8 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Very very minor spoiler. The spectacle as a whole was phenomenal, and I would recommend it to almost anyone, but the end was weak. The second half of the last episode honestly weakened my note from two complete stars. But it's still worth it.
 
  
 
  
 
  6 out of 8 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"...Korean, Chinese and Japanese.Dear Hollywood...R. I. P.
 
  
 
  10 out of 20 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","... Korean, Chinese and Japanese.dear Hollywood ... r. I. P.
 
  
 
  10 out of 20 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"One of the best shows I've watched! Everyone of the actors was so so good.
 
  
 
  16 out of 26 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","One of the best shows I watched! Each of the actors was so good.
 
  
 
  16 out of 26 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
2,"Ok..it's entertaining for sure...but plot wise it does not make sense..at the end ( spoilers). It's about how can they treat people the way they do.. forgetting the fact the contestants chose to be there and could leave anytime they liked..they knew the rules and decided to play ..so why the suddeb blame on the host of the games?..all in all it's fun.. expect a few remakes from bigger better film studios..
 
  
 
  
 
  1 out of 2 found this helpful.
 
  
 
  Was this review helpful? Sign in to vote.
 
  
 
  
 
  Permalink","Ok ... it's entertaining for sure ... but in wise, it does not make sense ... at the end (spoilers). It's about how to treat people as they do. Games? .. overall, it's fun .. expect a few remakes of larger film studios.
 
  
 
  
 
  1 in 2 found this useful.
 
  
 
  Was this review useful? Connect to vote.
 
  
 
  
 
  Permalian"
